-9.545, 2.295, -1.595
0.308, 0.929, 0.405
-2.419, 6.897, 1.025
0.031, 0.742, 0.592
-4.244, 8.262, -3.418
0.587, 0.857, 0.855
8.905, 3.250, -3.249
0.628, 0.668, 0.000
-9.474, 7.796, -3.564
0.352, 0.282, 0.893
-1.751, 1.095, -3.476
0.929, 0.892, 0.171
-1.314, 0.261, -2.906
0.030, 0.206, 0.202
2.898, 7.768, 1.975
0.876, 0.023, 0.256
-6.898, 5.277, 1.163
0.110, 0.872, 0.778
-7.834, 9.785, -2.421
0.896, 0.314, 0.930
-4.733, 5.533, 0.318
0.896, 0.829, 0.751
5.631, 9.266, 3.039
0.365, 0.770, 0.944
-1.693, 0.516, 3.373
0.107, 0.411, 0.736
-5.684, 2.602, -3.881
0.540, 0.999, 0.223
3.144, 0.066, 1.979
0.685, 0.966, 0.870
5.460, 0.499, 2.732
0.262, 0.165, 0.983
-6.595, 1.100, 0.914
0.807, 0.152, 0.740
-0.620, 7.189, -2.940
0.585, 0.250, 0.714
-3.403, 2.277, -2.603
0.983, 0.057, 0.494
-3.250, 5.676, 3.160
0.387, 0.486, 0.239
-4.703, 5.693, 2.178
0.308, 0.042, 0.092
-9.118, 2.656, -0.921
0.135, 0.745, 0.613
4.573, 1.124, -1.199
0.619, 0.107, 0.626
7.138, 6.011, 1.783
0.006, 0.139, 0.630
3.244, 9.728, 0.335
0.765, 0.096, 0.501
5.307, 7.540, -2.134
0.436, 0.058, 0.533
2.530, 0.699, -0.247
0.114, 0.403, 0.124
7.733, 8.233, 2.951
0.213, 0.178, 0.321
-2.462, 3.475, 3.199
0.436, 0.815, 0.055
1.734, 7.518, 1.259
0.405, 0.723, 0.308
-3.382, 2.936, -1.912
0.313, 0.851, 0.917
-3.438, -1.577, 0.868
0.985, 0.465, 0.511
1.628, 2.024, -3.967
0.603, 0.434, 0.124
-2.774, 8.116, 1.958
0.852, 0.061, 0.908
3.338, 0.789, 0.883
0.474, 0.595, 0.581
3.867, 5.424, 2.851
0.850, 0.323, 0.564
-1.651, 7.875, 1.504
0.817, 0.398, 0.141
-2.538, 2.769, 2.629
0.184, 0.634, 0.407
8.403, 4.166, 1.278
0.351, 0.029, 0.547
9.064, 3.666, 2.372
0.304, 0.217, 0.660
0.736, 4.695, -2.607
0.045, 0.029, 0.014
7.983, 0.094, -2.989
0.737, 0.968, 0.364
-6.413, 1.155, -0.679
0.794, 0.640, 0.418
-0.989, 7.131, 2.379
0.711, 0.779, 0.046
1.670, 5.914, 1.506
0.392, 0.161, 0.722
8.622, -0.218, -2.226
0.760, 0.887, 0.513
-4.872, 6.782, 0.612
0.287, 0.442, 0.160
-9.148, 8.188, -2.004
0.348, 0.478, 0.401
-6.664, 5.828, -2.632
0.992, 0.229, 0.107
0.225, -0.686, -0.034
0.188, 0.979, 0.667
6.494, -0.219, 0.707
0.339, 0.980, 0.016
8.454, 8.174, 0.312
0.810, 0.942, 0.503
0.420, -1.758, 3.522
0.006, 0.477, 0.505
2.878, -1.412, 1.841
0.762, 0.321, 0.508
-1.395, 3.876, 3.920
0.239, 0.703, 0.717
-3.474, -1.622, -1.746
0.070, 0.756, 0.826
-7.363, 1.643, -2.229
0.311, 0.560, 0.159
3.318, -1.193, -0.892
0.766, 0.823, 0.477
-5.137, 8.545, 0.075
0.263, 0.156, 0.094
-1.807, 4.204, -3.477
0.929, 0.756, 0.842
-2.350, 3.598, -3.726
0.698, 0.282, 0.253
1.340, 3.468, -0.719
0.867, 0.611, 0.778
-7.635, 3.249, 2.783
0.065, 0.246, 0.952
-7.514, 1.351, 1.754
0.140, 0.761, 0.236
6.124, 5.942, 0.386
0.084, 0.902, 0.072
7.849, 5.783, 2.903
0.299, 0.485, 0.666
-7.955, 7.114, -2.583
0.071, 0.258, 0.966
-8.671, 2.422, -3.251
0.657, 0.710, 0.754
-1.962, 1.405, 1.072
0.962, 0.026, 0.879
-1.020, 2.653, 1.270
0.158, 0.562, 0.164
-3.461, 8.426, 2.090
0.581, 0.261, 0.732
5.405, 2.556, -3.680
0.698, 0.145, 0.175
0.038, 6.908, -1.525
0.794, 0.383, 0.117
-6.238, 0.633, -1.452
0.633, 0.767, 0.527
-8.338, 8.405, 0.267
0.176, 0.775, 0.205
-7.343, 4.422, 2.897
0.574, 0.081, 0.985
7.028, -0.435, -3.110
0.724, 0.312, 0.243
-2.125, 2.357, -2.266
0.517, 0.904, 0.497
1.548, -0.567, -3.289
0.571, 0.358, 0.449
5.589, 8.543, -1.918
0.246, 0.797, 0.308
1.518, 9.721, -3.817
0.038, 0.913, 0.893
9.783, 2.282, 1.725
0.485, 0.716, 0.555
4.307, 0.215, 1.287
0.714, 0.811, 0.789
-3.095, 1.253, 3.828
0.258, 0.384, 0.934
5.803, 9.476, 1.502
0.062, 0.794, 0.336
0.247, 6.894, -1.839
0.405, 0.444, 0.066
-7.989, 0.110, 0.517
0.993, 0.652, 0.798
-2.559, 5.631, 0.722
0.032, 0.085, 0.361
5.066, 0.879, -2.581
0.954, 0.374, 0.506
0.512, 1.926, -0.532
0.359, 0.572, 0.048
3.791, 2.194, 1.610
0.894, 0.060, 0.710
3.317, 5.259, -2.392
0.461, 0.130, 0.772
9.310, 0.227, 0.882
0.365, 0.630, 0.505
4.118, 6.152, -1.528
0.621, 0.955, 0.762
4.941, 3.847, 0.369
0.463, 0.368, 0.640
6.100, -0.222, -3.364
0.514, 0.463, 0.487
-9.486, 9.465, 0.059
0.420, 0.871, 0.073
4.379, 7.098, 2.723
0.527, 0.348, 0.455
-6.751, -0.681, -3.558
0.421, 0.388, 0.301
-7.729, 9.582, -1.292
0.300, 0.195, 0.153
9.950, 6.672, 1.435
0.699, 0.843, 0.409
-1.969, 1.969, 2.960
0.979, 0.756, 0.323
-3.338, 1.204, 1.079
0.682, 0.427, 0.975
-8.401, 3.590, 1.550
0.750, 0.156, 0.986
0.715, 3.171, 2.522
0.407, 0.918, 0.302
-6.158, -1.921, -0.105
0.292, 0.708, 0.112
7.817, 8.684, 1.300
0.459, 0.433, 0.635
-7.815, 9.769, -0.279
0.924, 0.859, 0.287
1.391, 5.606, 0.203
0.768, 0.080, 0.554
-9.977, 1.843, 3.984
0.807, 0.718, 0.703
-6.641, 4.599, -0.453
0.842, 0.816, 0.944
-1.604, 0.039, 0.945
0.866, 0.301, 0.292
0.833, 8.414, -2.118
0.110, 0.660, 0.947
-9.876, 9.668, -3.689
0.270, 0.129, 0.702
-8.065, 0.556, -1.545
0.865, 0.890, 0.079
9.245, 7.614, -1.732
0.474, 0.493, 0.800
7.670, -1.244, 3.401
0.579, 0.895, 0.508
9.908, 7.474, -1.521
0.697, 0.211, 0.236
8.855, 6.448, -1.776
0.591, 0.962, 0.592
1.456, 7.006, 2.947
0.088, 0.105, 0.671
-0.640, 7.567, 3.381
0.203, 0.765, 0.592
5.856, -1.567, 0.364
0.302, 0.422, 0.033
-2.829, 8.200, -1.442
0.108, 0.402, 0.165
-8.880, 6.118, 3.374
0.529, 0.173, 0.534
-3.111, 1.232, 0.807
0.357, 0.268, 0.002
9.870, 4.198, -0.511
0.385, 0.285, 0.146
9.617, -0.620, -1.585
0.857, 0.103, 0.117
0.296, 8.608, -2.106
0.988, 0.555, 0.616
-5.468, 7.040, 1.844
0.295, 0.424, 0.725
-6.433, 2.591, -0.054
0.017, 0.100, 0.302
-1.815, 5.962, -3.560
0.497, 0.659, 0.565
0.677, 8.377, 2.573
0.271, 0.925, 0.897
3.699, 6.914, -3.288
0.053, 0.138, 0.929
-9.555, 1.450, 0.550
0.360, 0.683, 0.261
8.597, -0.572, 0.362
0.704, 0.365, 0.100
6.037, 8.235, -1.290
0.633, 0.579, 0.396
5.047, 7.712, 0.109
0.315, 0.736, 0.910
